Force,Displacement,Velocity
-0.23096,6.37461,-1.62321
-0.23338,6.27695,-1.62809
-0.2358,6.1793,-1.64762
-0.23822,6.08164,-1.67204
-0.24064,5.98398,-1.69157
-0.24064,5.88633,-1.69157
-0.24064,5.73984,-1.68669
-0.24305,5.64219,-1.69645
-0.24547,5.54453,-1.71598
-0.24789,5.44688,-1.73063
-0.24789,5.34922,-1.72575
-0.24789,5.25156,-1.72087
-0.25031,5.15391,-1.71598
-0.25031,5.00742,-1.73063
-0.25273,4.90977,-1.75016
-0.25514,4.81211,-1.76481
-0.25756,4.71445,-1.77458
-0.25756,4.56797,-1.77458
-0.25998,4.47031,-1.77946
-0.25998,4.37266,-1.78923
-0.2624,4.275,-1.79899
-0.26482,4.17734,-1.79899
-0.26723,4.03086,-1.77946
-0.26723,3.9332,-1.75993
-0.26723,3.83555,-1.75505
-0.26723,3.73789,-1.77458
-0.26965,3.59141,-1.79899
-0.27207,3.49375,-1.81852
-0.27449,3.39609,-1.82829
-0.27207,3.24961,-1.83805
-0.27691,3.15195,-1.86247
-0.27691,3.0543,-1.88688
-0.27932,2.95664,-1.90153
-0.27932,2.85898,-1.89177
-0.27932,2.7125,-1.87223
-0.28174,2.61484,-1.84294
-0.28416,2.51719,-1.83317
-0.28416,2.3707,-1.83317
-0.28658,2.27305,-1.83317
-0.289,2.12656,-1.83317
-0.28658,2.02891,-1.82829
-0.28658,1.93125,-1.83317
-0.28658,1.83359,-1.85759
-0.28658,1.68711,-1.89665
-0.289,1.58945,-1.92106
-0.289,1.44297,-1.92595
-0.289,1.39414,-1.92106
-0.289,1.24766,-1.91618
-0.29141,1.15,-1.91618
-0.29383,1.00352,-1.90641
-0.29383,0.90586,-1.882
-0.29383,0.8082,-1.86247
-0.29141,0.71055,-1.84782
-0.29141,0.56406,-1.84782
-0.29383,0.46641,-1.85759
-0.29383,0.36875,-1.86735
-0.29383,0.27109,-1.87223
-0.29383,0.12461,-1.882
-0.29383,-0.02187,-1.89665
-0.29383,-0.11953,-1.91618
-0.29383,-0.21719,-1.93571
-0.29383,-0.31484,-1.94059
-0.29383,-0.46133,-1.93083
-0.29141,-0.55898,-1.90641
-0.29141,-0.65664,-1.89177
-0.29141,-0.7543,-1.882
-0.29141,-0.90078,-1.87712
-0.29383,-0.99844,-1.86247
-0.29141,-1.14492,-1.84782
-0.29141,-1.24258,-1.8527
-0.289,-1.34023,-1.86735
-0.289,-1.48672,-1.88688
-0.289,-1.58437,-1.89665
-0.289,-1.73086,-1.89177
-0.28658,-1.77969,-1.88688
-0.28416,-1.92617,-1.87712
-0.28416,-2.02383,-1.87223
-0.28658,-2.17031,-1.87223
-0.28658,-2.26797,-1.86735
-0.28658,-2.36562,-1.85759
-0.28416,-2.51211,-1.84294
-0.28174,-2.60977,-1.82341
-0.27932,-2.75625,-1.81364
-0.27932,-2.80508,-1.82341
-0.27932,-2.95156,-1.83317
-0.27691,-3.04922,-1.83317
-0.27449,-3.14687,-1.82341
-0.27207,-3.29336,-1.82341
-0.27207,-3.39102,-1.83317
-0.27207,-3.5375,-1.83805
-0.27207,-3.63516,-1.82341
-0.26965,-3.73281,-1.78923
-0.26723,-3.83047,-1.7697
-0.26482,-3.92812,-1.7697
-0.26723,-4.02578,-1.77946
-0.26482,-4.17227,-1.78923
-0.2624,-4.26992,-1.77946
-0.25998,-4.36758,-1.77458
-0.25756,-4.51406,-1.76481
-0.25756,-4.61172,-1.7697
-0.25756,-4.70937,-1.77458
-0.25514,-4.7582,-1.76481
-0.25273,-4.90469,-1.75016
-0.25031,-5.00234,-1.72575
-0.24789,-5.1,-1.7111
-0.24789,-5.19766,-1.70622
-0.24789,-5.29531,-1.70622
-0.24305,-5.4418,-1.69645
-0.24305,-5.53945,-1.6818
-0.24064,-5.63711,-1.67692
-0.23822,-5.73477,-1.67692
-0.2358,-5.83242,-1.68669
-0.23338,-5.93008,-1.69157
-0.22855,-6.02773,-1.67692
-0.22855,-6.12539,-1.64762
-0.22613,-6.22305,-1.62321
-0.22371,-6.3207,-1.60856
-0.22129,-6.41836,-1.5988
-0.22129,-6.51602,-1.58903
-0.21887,-6.61367,-1.57438
-0.21646,-6.71133,-1.55973
-0.21404,-6.80898,-1.54997
-0.21162,-6.90664,-1.54997
-0.21162,-7.0043,-1.55973
-0.2092,-7.10195,-1.55973
-0.20678,-7.19961,-1.54997
-0.20195,-7.29727,-1.53532
-0.20195,-7.34609,-1.52067
-0.19953,-7.44375,-1.51579
-0.19953,-7.54141,-1.50602
-0.19469,-7.63906,-1.48649
-0.18986,-7.73672,-1.4572
-0.18744,-7.83437,-1.43766
-0.18744,-7.93203,-1.4279
-0.18502,-7.98086,-1.43278
-0.18019,-8.07852,-1.4279
-0.17777,-8.17617,-1.41813
-0.17535,-8.27383,-1.40348
-0.17293,-8.37148,-1.39372
-0.17052,-8.42031,-1.39372
-0.1681,-8.51797,-1.38884
-0.16326,-8.61563,-1.37419
-0.16084,-8.66445,-1.34977
-0.15601,-8.76211,-1.32048
-0.15359,-8.85977,-1.30095
-0.15117,-8.90859,-1.2863
-0.14875,-9.00625,-1.26677
-0.14392,-9.05508,-1.24723
-0.1415,-9.15273,-1.2277
-0.13666,-9.25039,-1.22282
-0.13666,-9.29922,-1.22282
-0.13425,-9.39688,-1.22282
-0.13183,-9.4457,-1.21794
-0.12699,-9.49453,-1.20817
-0.12457,-9.59219,-1.19352
-0.12216,-9.68984,-1.18376
-0.11974,-9.73867,-1.16911
-0.1149,-9.7875,-1.1447
-0.11007,-9.88516,-1.10563
-0.10765,-9.93398,-1.07145
-0.10523,-10.03164,-1.05192
-0.10281,-10.08047,-1.05192
-0.10039,-10.1293,-1.0568
-0.09798,-10.22695,-1.04704
-0.09556,-10.27578,-1.03239
-0.09072,-10.32461,-1.02262
-0.09072,-10.37344,-1.01774
-0.0883,-10.42227,-1.01286
-0.08589,-10.51992,-1.00798
-0.08347,-10.56875,-0.98356
-0.08105,-10.66641,-0.94938
-0.07621,-10.66641,-0.92009
-0.0738,-10.76406,-0.89567
-0.0738,-10.81289,-0.87614
-0.06896,-10.86172,-0.85661
-0.06654,-10.91055,-0.8322
-0.06412,-10.95938,-0.81755
-0.06171,-11.05703,-0.80778
-0.05929,-11.05703,-0.80778
-0.05929,-11.10586,-0.79802
-0.05929,-11.15469,-0.78825
-0.05687,-11.20352,-0.78337
-0.05445,-11.25234,-0.77848
-0.05687,-11.30117,-0.78337
-0.05445,-11.35,-0.77848
-0.05445,-11.39883,-0.7736
-0.05445,-11.44766,-0.76384
-0.05445,-11.49648,-0.75895
-0.05203,-11.54531,-0.75895
-0.04962,-11.54531,-0.74919
-0.04236,-11.64297,-0.71501
-0.03269,-11.64297,-0.66618
-0.02544,-11.6918,-0.61247
-0.01818,-11.74063,-0.56852
-0.01818,-11.74063,-0.53434
-0.01577,-11.78945,-0.51481
-0.01335,-11.83828,-0.49528
-0.01093,-11.88711,-0.4611
-0.00851,-11.88711,-0.42692
-0.00609,-11.88711,-0.40739
-0.00609,-11.93594,-0.39762
-0.00609,-11.98477,-0.38786
-0.00368,-11.98477,-0.36833
-0.00126,-12.03359,-0.35368
0.00116,-12.03359,-0.34391
0.00358,-12.03359,-0.33903
0.006,-12.08242,-0.32927
0.00841,-12.08242,-0.30973
0.01083,-12.08242,-0.2902
0.01083,-12.13125,-0.27067
0.01083,-12.13125,-0.26091
0.01325,-12.18008,-0.24626
0.01567,-12.13125,-0.22673
0.01809,-12.18008,-0.19743
0.0205,-12.18008,-0.15837
0.02292,-12.18008,-0.13395
0.02292,-12.22891,-0.1193
0.02292,-12.22891,-0.11442
0.02534,-12.22891,-0.10954
0.02776,-12.22891,-0.09977
0.03018,-12.22891,-0.09001
0.03259,-12.22891,-0.08024
0.03501,-12.22891,-0.07048
0.03743,-12.22891,-0.06071
0.03985,-12.22891,-0.0363
0.04468,-12.27773,-0.00212
0.04952,-12.22891,0.0223
0.05919,-12.22891,0.04671
0.06645,-12.22891,0.06136
0.07612,-12.22891,0.08577
0.08579,-12.22891,0.11507
0.09304,-12.22891,0.13948
0.10272,-12.22891,0.15902
0.10513,-12.22891,0.16878
0.11964,-12.22891,0.17855
0.13898,-12.18008,0.17366
0.16316,-12.18008,0.14925
0.18734,-12.18008,0.13948
0.20185,-12.18008,0.15413
0.20669,-12.13125,0.1932
0.20185,-12.13125,0.25179
0.1946,-12.08242,0.32015
0.18734,-12.08242,0.36898
0.18251,-12.08242,0.39827
0.18009,-12.03359,0.4178
0.18009,-11.98477,0.43245
0.18251,-11.98477,0.44222
0.18009,-11.98477,0.43734
0.18009,-11.93594,0.42757
0.17767,-11.93594,0.4178
0.17767,-11.88711,0.4178
0.17767,-11.88711,0.42757
0.17767,-11.83828,0.45198
0.17767,-11.78945,0.48616
0.18009,-11.78945,0.52034
0.18251,-11.74063,0.54964
0.18251,-11.6918,0.56917
0.18009,-11.6918,0.58382
0.18009,-11.64297,0.59847
0.18251,-11.59414,0.618
0.18493,-11.54531,0.64241
0.18493,-11.54531,0.66195
0.18734,-11.49648,0.68148
0.18734,-11.39883,0.69612
0.18734,-11.39883,0.70589
0.18976,-11.35,0.71566
0.18976,-11.30117,0.72054
0.18976,-11.25234,0.71566
0.18976,-11.20352,0.71566
0.18976,-11.15469,0.73519
0.19218,-11.10586,0.77425
0.19218,-11.05703,0.81331
0.1946,-11.0082,0.84749
0.19702,-10.95938,0.87191
0.19702,-10.91055,0.89144
0.19702,-10.86172,0.9012
0.19702,-10.81289,0.90609
0.19702,-10.76406,0.89144
0.19702,-10.71523,0.87679
0.19702,-10.66641,0.87679
0.19702,-10.56875,0.89144
0.19943,-10.51992,0.91585
0.19943,-10.47109,0.95491
0.20185,-10.37344,0.99398
0.20185,-10.32461,1.02327
0.20185,-10.27578,1.05257
0.20185,-10.22695,1.06722
0.20427,-10.1293,1.07698
0.20427,-10.08047,1.07698
0.20427,-10.03164,1.07698
0.20669,-9.98281,1.0721
0.20669,-9.88516,1.07698
0.20669,-9.7875,1.08675
0.20911,-9.73867,1.10628
0.20911,-9.68984,1.1307
0.20911,-9.59219,1.15511
0.20911,-9.49453,1.17464
0.20911,-9.4457,1.19417
0.20911,-9.39688,1.2137
0.21152,-9.29922,1.23323
0.21152,-9.25039,1.25765
0.21394,-9.15273,1.27718
0.21152,-9.10391,1.28206
0.21394,-9.00625,1.28206
0.21394,-8.90859,1.28695
0.21636,-8.85977,1.29671
0.21636,-8.76211,1.30159
0.21394,-8.71328,1.30159
0.21394,-8.61563,1.29671
0.21636,-8.51797,1.30648
0.21878,-8.42031,1.33089
0.21878,-8.37148,1.36507
0.21878,-8.27383,1.39437
0.21878,-8.17617,1.4139
0.21878,-8.07852,1.42366
0.2212,-8.02969,1.43343
0.2212,-7.93203,1.43831
0.2212,-7.83437,1.4432
0.2212,-7.73672,1.4432
0.2212,-7.68789,1.4432
0.22361,-7.59023,1.44808
0.22361,-7.49258,1.46273
0.22361,-7.39492,1.48714
0.22361,-7.29727,1.50667
0.22361,-7.19961,1.52132
0.22603,-7.10195,1.53109
0.22603,-7.05312,1.54085
0.22603,-6.95547,1.56038
0.22603,-6.80898,1.57015
0.22603,-6.76016,1.57503
0.22603,-6.6625,1.5848
0.22845,-6.56484,1.59456
0.22845,-6.46719,1.60433
0.22845,-6.36953,1.61409
0.22845,-6.27187,1.61898
0.22845,-6.17422,1.61898
0.22845,-6.07656,1.62386
0.23087,-5.93008,1.62874
0.23087,-5.88125,1.64827
0.23087,-5.78359,1.66292
0.23087,-5.68594,1.68245
0.23087,-5.53945,1.69222
0.23329,-5.49062,1.6971
0.23329,-5.34414,1.70198
0.23329,-5.24648,1.71175
0.23329,-5.14883,1.71175
0.23329,-5.05117,1.70687
0.23329,-4.95352,1.69222
0.23329,-4.85586,1.69222
0.23329,-4.70937,1.71175
0.2357,-4.61172,1.73616
0.2357,-4.51406,1.76058
0.2357,-4.41641,1.77523
0.2357,-4.26992,1.78499
0.2357,-4.17227,1.79964
0.23812,-4.07461,1.81429
0.23812,-3.97695,1.81917
0.23812,-3.8793,1.80941
0.23812,-3.78164,1.78988
0.23812,-3.63516,1.77034
0.23812,-3.5375,1.77523
0.24054,-3.43984,1.80452
0.24054,-3.34219,1.83382
0.24054,-3.1957,1.84847
0.24054,-3.09805,1.84847
0.24054,-2.95156,1.8387
0.24296,-2.90273,1.84847
0.24296,-2.75625,1.85823
0.24296,-2.65859,1.85335
0.24054,-2.51211,1.82894
0.24296,-2.41445,1.80941
0.24296,-2.3168,1.81429
0.24296,-2.21914,1.84359
0.24296,-2.07266,1.868
0.24296,-1.975,1.87288
0.24296,-1.87734,1.868
0.24296,-1.73086,1.86312
0.24296,-1.6332,1.87288
0.24538,-1.48672,1.89241
0.24538,-1.38906,1.90218
0.24538,-1.29141,1.89241
0.24296,-1.14492,1.87288
0.24296,-1.04727,1.86312
0.24538,-0.90078,1.868
0.24779,-0.80312,1.88753
0.24538,-0.70547,1.89241
0.24538,-0.60781,1.87288
0.24538,-0.46133,1.85335
0.24779,-0.36367,1.86312
0.24779,-0.21719,1.8973
0.24779,-0.11953,1.93148
0.24779,-0.02187,1.93148
0.24779,0.12461,1.91195
0.24779,0.22227,1.89241
0.25021,0.31992,1.90218
0.25263,0.41758,1.91683
0.25263,0.56406,1.91195
0.25263,0.66172,1.88753
0.25263,0.75938,1.85335
0.25263,0.90586,1.83382
0.25263,1.00352,1.8387
0.25505,1.10117,1.87288
0.25505,1.24766,1.90218
0.25263,1.34531,1.90706
0.25263,1.44297,1.8973
0.25263,1.58945,1.8973
0.25505,1.68711,1.90706
0.25747,1.78477,1.92171
0.25505,1.93125,1.90218
0.25263,2.02891,1.868
0.25263,2.12656,1.83382
0.25505,2.22422,1.82405
0.25505,2.3707,1.83382
0.25505,2.46836,1.84847
0.25505,2.56602,1.86312
0.25505,2.7125,1.868
0.25505,2.81016,1.87288
0.25263,2.90781,1.88265
0.25505,3.00547,1.88753
0.25505,3.15195,1.88265
0.25263,3.24961,1.868
0.25263,3.34727,1.84359
0.25263,3.49375,1.82405
0.25263,3.59141,1.80941
0.25263,3.68906,1.80941
0.25263,3.78672,1.79964
0.25021,3.9332,1.78499
0.25021,4.03086,1.77034
0.25263,4.17734,1.77523
0.25263,4.275,1.79476
0.25263,4.37266,1.80941
0.25263,4.47031,1.80941
0.25021,4.56797,1.79476
0.25021,4.71445,1.77523
0.25263,4.81211,1.76546
0.25263,4.90977,1.7557
0.25263,5.00742,1.75081
0.25021,5.15391,1.73616
0.25021,5.25156,1.71663
0.25021,5.34922,1.70198
0.25021,5.44688,1.6971
0.25021,5.54453,1.71175
0.25021,5.64219,1.73128
0.25021,5.73984,1.73616
0.25021,5.8375,1.73128
0.25021,5.98398,1.71663
0.25263,6.08164,1.70687
0.25021,6.1793,1.69222
0.25021,6.27695,1.6678
0.25021,6.37461,1.63851
0.24779,6.47227,1.61409
0.24779,6.56992,1.59945
0.24779,6.66758,1.58968
0.24779,6.76523,1.59456
0.24779,6.86289,1.60433
0.24779,6.96055,1.62386
0.24779,7.0582,1.63363
0.24779,7.15586,1.62386
0.24779,7.25352,1.59945
0.24779,7.35117,1.57015
0.24779,7.44883,1.54085
0.24538,7.54648,1.52132
0.24538,7.64414,1.50667
0.24538,7.69297,1.49691
0.24538,7.79063,1.49202
0.24538,7.93711,1.48714
0.24538,7.98594,1.48226
0.24538,8.08359,1.48226
0.24538,8.18125,1.47738
0.24538,8.27891,1.47249
0.24538,8.37656,1.45784
0.24538,8.47422,1.4432
0.24296,8.52305,1.42855
0.24538,8.6207,1.41878
0.24296,8.71836,1.40413
0.24538,8.81602,1.3846
0.24538,8.86484,1.36995
0.24296,8.9625,1.36019
0.24296,9.06016,1.3553
0.24296,9.15781,1.35042
0.24296,9.20664,1.33577
0.24296,9.25547,1.31624
0.24054,9.35312,1.29671
0.24054,9.45078,1.28695
0.24054,9.49961,1.28206
0.24296,9.59727,1.27718
0.24054,9.64609,1.26253
0.24054,9.74375,1.23812
0.23812,9.84141,1.20882
0.23812,9.89023,1.19417
0.24054,9.93906,1.18441
0.24054,10.03672,1.17952
0.23812,10.08555,1.15999
0.23812,10.1832,1.1307
0.23812,10.23203,1.11116
0.23812,10.28086,1.11116
0.23812,10.37852,1.12093
0.23812,10.47617,1.12093
0.2357,10.525,1.1014
0.2357,10.57383,1.07698
0.23329,10.62266,1.05745
0.23329,10.67148,1.05257
0.2357,10.76914,1.0428
0.23329,10.81797,1.02816
0.23329,10.8668,1.00374
0.23329,10.91562,0.97933
0.23329,11.01328,0.9598
0.23329,11.06211,0.94027
0.23329,11.11094,0.92562
0.23087,11.15977,0.90609
0.22845,11.20859,0.88655
0.22845,11.25742,0.86702
0.23087,11.30625,0.86214
0.22845,11.35508,0.86214
0.22845,11.40391,0.85237
0.22845,11.50156,0.83284
0.22845,11.55039,0.80355
0.22845,11.55039,0.78402
0.22603,11.59922,0.77425
0.22603,11.69687,0.76448
0.22603,11.69687,0.74495
0.22361,11.7457,0.71566
0.22361,11.79453,0.69124
0.2212,11.84336,0.68148
0.22361,11.89219,0.67659
0.22361,11.94102,0.67659
0.22361,11.98984,0.66195
0.2212,11.98984,0.62777
0.21878,12.03867,0.5887
0.21636,12.0875,0.56917
0.21878,12.13633,0.56917
0.21878,12.13633,0.56917
0.21636,12.18516,0.54476
0.21394,12.18516,0.51058
0.21394,12.23398,0.4764
0.21394,12.28281,0.47152
0.21394,12.28281,0.4764
0.21394,12.33164,0.47152
0.21152,12.33164,0.44222
0.20911,12.38047,0.40804
0.20911,12.38047,0.38851
0.20911,12.4293,0.38363
0.20669,12.4293,0.38851
0.20669,12.47812,0.37386
0.20669,12.47812,0.34456
0.20185,12.47812,0.31527
0.20185,12.52695,0.29085
0.20185,12.52695,0.2762
0.20185,12.57578,0.26644
0.19943,12.57578,0.24202
0.19702,12.57578,0.21273
0.1946,12.57578,0.18343
0.19218,12.62461,0.17366
0.19218,12.62461,0.16878
0.18976,12.62461,0.15413
0.18734,12.62461,0.12972
0.18251,12.62461,0.1053
0.18009,12.67344,0.10042
0.17767,12.62461,0.1053
0.17767,12.62461,0.1053
0.17284,12.62461,0.08577
0.168,12.67344,0.05159
0.16075,12.67344,0.0223
0.15833,12.62461,0.01253
0.15107,12.67344,0.00765
0.14382,12.62461,-0.01188
0.13173,12.67344,-0.04118
0.11481,12.67344,-0.07536
0.09546,12.62461,-0.09001
0.07612,12.62461,-0.08512
0.05919,12.62461,-0.08512
0.04227,12.62461,-0.10466
0.02776,12.62461,-0.13395
0.01567,12.62461,-0.16813
0.01083,12.62461,-0.18766
0.00841,12.57578,-0.20231
0.00841,12.57578,-0.21696
0.00358,12.52695,-0.25114
-0.00126,12.52695,-0.2902
-0.00126,12.52695,-0.3195
-0.00126,12.52695,-0.33415
-0.00126,12.47812,-0.33903
-0.00126,12.47812,-0.3488
-0.00368,12.4293,-0.37809
-0.00851,12.4293,-0.41227
-0.00851,12.38047,-0.42692
-0.01093,12.38047,-0.4318
-0.01335,12.33164,-0.42692
-0.01335,12.33164,-0.43669
-0.01577,12.28281,-0.4611
-0.01818,12.23398,-0.47575
-0.01818,12.23398,-0.48552
-0.0206,12.18516,-0.48552
-0.02302,12.13633,-0.50505
-0.02544,12.13633,-0.53434
-0.02544,12.0875,-0.57341
-0.03027,12.03867,-0.6027
-0.03269,12.03867,-0.62223
-0.03511,11.98984,-0.632
-0.03511,11.94102,-0.64665
-0.03753,11.89219,-0.6613
-0.03994,11.84336,-0.67106
-0.04236,11.84336,-0.67595
-0.04478,11.79453,-0.68083
-0.0472,11.7457,-0.68571
-0.0472,11.69687,-0.70524
-0.04962,11.64805,-0.73454
-0.05203,11.59922,-0.75407
-0.05445,11.55039,-0.76872
-0.05445,11.50156,-0.77848
-0.05445,11.45273,-0.78825
-0.05445,11.40391,-0.79313
-0.05687,11.40391,-0.79802
-0.05687,11.35508,-0.79313
-0.05929,11.25742,-0.79313
-0.06412,11.20859,-0.8029
-0.06896,11.15977,-0.82731
-0.07621,11.11094,-0.87126
-0.08105,11.06211,-0.90544
-0.08347,11.01328,-0.92985
-0.0883,10.96445,-0.9445
-0.0883,10.8668,-0.96403
-0.09072,10.81797,-0.99333
-0.09314,10.76914,-1.01774
-0.09556,10.72031,-1.03727
-0.09798,10.62266,-1.04704
-0.10039,10.62266,-1.06169
-0.10281,10.525,-1.0861
-0.10523,10.47617,-1.10563
-0.10765,10.37852,-1.11052
-0.11007,10.32969,-1.10563
-0.1149,10.28086,-1.11052
-0.11732,10.1832,-1.12028
-0.11974,10.13437,-1.13493
-0.12216,10.03672,-1.13981
-0.12457,9.98789,-1.14958
-0.12457,9.93906,-1.16423
-0.12699,9.84141,-1.17887
-0.12941,9.74375,-1.20817
-0.13425,9.69492,-1.23259
-0.13666,9.59727,-1.26188
-0.13908,9.54844,-1.27165
-0.13908,9.45078,-1.27165
-0.14392,9.40195,-1.27653
-0.14634,9.3043,-1.2863
-0.14875,9.25547,-1.30095
-0.15117,9.15781,-1.31071
-0.15359,9.06016,-1.31071
-0.15843,8.9625,-1.31559
-0.16084,8.91367,-1.33024
-0.16326,8.81602,-1.35466
-0.16568,8.71836,-1.38884
-0.1681,8.66953,-1.41325
-0.17293,8.57187,-1.42302
-0.17293,8.52305,-1.4279
-0.17535,8.42539,-1.43766
-0.17777,8.32773,-1.4572
-0.18019,8.23008,-1.47184
-0.18502,8.13242,-1.47673
-0.18986,8.08359,-1.47184
-0.18986,7.98594,-1.46208
-0.19469,7.88828,-1.46208
-0.19711,7.79063,-1.47184
-0.19953,7.69297,-1.49137
-0.20195,7.59531,-1.51091
-0.20437,7.49766,-1.52555
-0.20678,7.4,-1.53532
-0.2092,7.30234,-1.54997
-0.21162,7.20469,-1.57927
-0.21404,7.15586,-1.60856
-0.21646,7.0582,-1.62809
-0.21887,6.96055,-1.62321
-0.22129,6.86289,-1.61345
-0.22371,6.76523,-1.61833
-0.22613,6.66758,-1.63298
-0.22855,6.56992,-1.64274
-0.23096,6.47227,-1.63786
-0.23338,6.37461,-1.62321
-0.23338,6.27695,-1.61833
-0.2358,6.13047,-1.62321
-0.23822,6.03281,-1.64274
-0.24064,5.93516,-1.66227
-0.24064,5.8375,-1.68669
-0.24064,5.73984,-1.69645
-0.24064,5.64219,-1.70622
-0.24305,5.4957,-1.72575
-0.24547,5.39805,-1.74528
-0.24789,5.34922,-1.75993
-0.25031,5.25156,-1.75505
-0.25031,5.10508,-1.7404
-0.25273,5.00742,-1.73552
-0.25756,4.90977,-1.74528
-0.25998,4.81211,-1.75993
-0.25998,4.66563,-1.76481
-0.25998,4.56797,-1.75016
-0.25998,4.47031,-1.75016
-0.2624,4.37266,-1.75993
-0.26482,4.275,-1.77946
-0.26482,4.12852,-1.79411
-0.26482,4.03086,-1.79899
-0.26723,3.9332,-1.80387
-0.26723,3.78672,-1.80876
-0.26965,3.68906,-1.82341
-0.27207,3.59141,-1.83805
-0.27449,3.49375,-1.84782
-0.27449,3.34727,-1.84294
-0.27449,3.24961,-1.84294
-0.27691,3.15195,-1.84294
-0.27691,3.00547,-1.8527
-0.27932,2.90781,-1.8527
-0.27932,2.81016,-1.84294
-0.28174,2.7125,-1.83805
-0.27932,2.56602,-1.83805
-0.28174,2.46836,-1.84782
-0.28416,2.3707,-1.85759
-0.28416,2.22422,-1.85759
-0.28416,2.12656,-1.86247
-0.28658,2.02891,-1.86735
-0.289,1.93125,-1.882
-0.28658,1.78477,-1.88688
-0.289,1.68711,-1.88688
-0.289,1.58945,-1.882
-0.289,1.44297,-1.882
-0.289,1.34531,-1.87712
-0.289,1.24766,-1.87223
-0.29141,1.15,-1.87712
-0.29141,1.00352,-1.882
-0.29141,0.85703,-1.88688
-0.29141,0.75938,-1.882
-0.29141,0.66172,-1.882
-0.29141,0.56406,-1.89177
-0.29383,0.41758,-1.90641
-0.29383,0.31992,-1.9113
-0.29383,0.22227,-1.89665
-0.29383,0.12461,-1.882
-0.29383,-0.02187,-1.88688
-0.29625,-0.11953,-1.89665
-0.29625,-0.21719,-1.90641
-0.29383,-0.36367,-1.89665
-0.29383,-0.46133,-1.88688
-0.29383,-0.60781,-1.882
-0.29141,-0.70547,-1.88688
-0.29141,-0.85195,-1.89177
-0.29141,-0.90078,-1.89177
-0.29141,-1.04727,-1.89177
-0.29141,-1.14492,-1.882
-0.289,-1.29141,-1.87712
-0.289,-1.38906,-1.87223
-0.29141,-1.48672,-1.87712
-0.289,-1.6332,-1.87712
-0.289,-1.77969,-1.86247
-0.289,-1.87734,-1.84782
-0.28658,-1.975,-1.84294
-0.28658,-2.07266,-1.8527
-0.28658,-2.21914,-1.86735
-0.28416,-2.3168,-1.87223
-0.28174,-2.41445,-1.86247
-0.27932,-2.51211,-1.86247
-0.27932,-2.65859,-1.86247
-0.27932,-2.75625,-1.86735
-0.27932,-2.85391,-1.86735
-0.27932,-3.00039,-1.85759
-0.27691,-3.09805,-1.83805
-0.27449,-3.1957,-1.82341
-0.27449,-3.29336,-1.81852
-0.27691,-3.43984,-1.81852
-0.27449,-3.5375,-1.81852
-0.27207,-3.63516,-1.80387
-0.26723,-3.73281,-1.78923
-0.26723,-3.8793,-1.78434
-0.26482,-3.97695,-1.78923
-0.26482,-4.07461,-1.78923
-0.2624,-4.17227,-1.78434
-0.25998,-4.26992,-1.77458
-0.25998,-4.41641,-1.7697
-0.25756,-4.51406,-1.75993
-0.25756,-4.61172,-1.75016
-0.25514,-4.70937,-1.7404
-0.25514,-4.80703,-1.73552
-0.25273,-4.95352,-1.72575
-0.25031,-5.05117,-1.72087
-0.24789,-5.14883,-1.71598
-0.24547,-5.24648,-1.7111
-0.24547,-5.34414,-1.7111
-0.24305,-5.4418,-1.69157
-0.24064,-5.53945,-1.67692
-0.23822,-5.63711,-1.67204
-0.23338,-5.73477,-1.67692
-0.23338,-5.88125,-1.67692
-0.23096,-5.97891,-1.67204
-0.23096,-6.07656,-1.66227
-0.22855,-6.17422,-1.64762
-0.22613,-6.27187,-1.64274
-0.22613,-6.36953,-1.63298
-0.22371,-6.46719,-1.61345
-0.22129,-6.56484,-1.5988
-0.21646,-6.6625,-1.57927
-0.21404,-6.76016,-1.56462
-0.21162,-6.85781,-1.55973
-0.21162,-6.90664,-1.55973
-0.2092,-7.0043,-1.54997
-0.20678,-7.10195,-1.53532
-0.20437,-7.19961,-1.52067
-0.19953,-7.29727,-1.51091
-0.19953,-7.39492,-1.50602
-0.19711,-7.44375,-1.49626
-0.19469,-7.54141,-1.48161
-0.19228,-7.68789,-1.46696
-0.18744,-7.73672,-1.45231
-0.18744,-7.83437,-1.44255
-0.18502,-7.93203,-1.43766
-0.18019,-7.98086,-1.41813
-0.18019,-8.07852,-1.39372
-0.17535,-8.17617,-1.37419
-0.17052,-8.27383,-1.3693
-0.1681,-8.32266,-1.3693
-0.16568,-8.42031,-1.3693
-0.16326,-8.51797,-1.35954
-0.16084,-8.61563,-1.34489
-0.15843,-8.66445,-1.34001
-0.15601,-8.76211,-1.34001
-0.15359,-8.85977,-1.33512
-0.15117,-8.90859,-1.31559
-0.14875,-9.00625,-1.29118
-0.14392,-9.05508,-1.26188
-0.13908,-9.15273,-1.24723
-0.13666,-9.25039,-1.23747
-0.13666,-9.29922,-1.2277
-0.13425,-9.34805,-1.21305
-0.12941,-9.4457,-1.18864
-0.12457,-9.54336,-1.16911
-0.12216,-9.59219,-1.15446
-0.11974,-9.68984,-1.15446
-0.11732,-9.73867,-1.15446
-0.1149,-9.83633,-1.13493
-0.11007,-9.88516,-1.11052
-0.10765,-9.93398,-1.0861
-0.10523,-9.98281,-1.07634
-0.10281,-10.08047,-1.07634
-0.10039,-10.1293,-1.06657
-0.09798,-10.22695,-1.04216
-0.09556,-10.27578,-1.01286
